id,atk,def,enabled,effect,attribute,stars,spell_type,type,pendulum,monster
3952,500,500,True,10,5,1,0,13,0,1
3953,2000,2000,True,10,2,6,0,3,0,1
3954,300,0,True,10,4,1,0,9,0,1
3955,0,0,True,10,5,1,0,6,0,1
3956,1800,1300,True,10,2,5,0,17,0,1
3957,1200,1200,True,10,2,3,0,17,0,1
3958,0,0,True,10,2,1,0,3,0,1
3959,0,0,True,10,4,1,0,9,0,1
3960,0,0,True,10,5,1,0,10,0,1
3961,1200,1200,True,10,1,4,0,7,0,1
3962,0,0,True,10,5,1,0,20,0,1
3963,100,100,True,10,5,1,0,10,0,1
3964,0,0,True,10,2,1,0,3,0,1
3965,0,0,True,10,5,1,0,6,0,1
3966,0,0,True,10,5,1,0,13,0,1
3967,0,0,True,10,4,1,0,4,0,1
3968,1800,1800,True,10,5,4,0,6,0,1
3969,0,0,True,10,2,1,0,18,0,1
3970,5110,5110,True,10,0,0,0,0,0,1
3971,0,0,True,10,5,1,0,7,0,1
3972,400,400,True,10,2,1,0,15,0,1
3973,0,0,True,10,5,3,0,11,0,1
3974,1000,1000,True,10,5,4,0,15,0,1
3975,5110,5110,True,10,2,1,0,3,0,1
3976,100,300,True,10,5,1,0,2,0,1
3977,2000,0,True,10,1,4,0,19,0,1
3978,2000,0,True,10,6,6,0,7,0,1
3979,0,0,True,10,6,3,0,7,0,1
3980,5110,0,True,10,2,1,0,3,0,1
3981,5110,0,True,10,5,1,0,11,0,1
3982,500,500,True,10,2,1,0,3,0,1
3983,5110,0,True,10,2,0,0,2,0,1
3984,5110,5110,True,10,2,1,0,3,0,1
3985,100,100,True,10,6,1,0,14,0,1
3986,0,800,True,10,2,2,0,16,0,1
3987,0,0,True,10,5,1,0,11,0,1
3988,0,0,True,10,4,1,0,3,0,1
3989,1000,0,True,10,5,2,0,7,0,1
3990,800,1000,True,10,1,1,0,19,0,1
3991,300,200,True,10,3,1,0,22,0,1
3992,2000,2400,True,10,2,6,0,7,0,1
3993,2800,0,True,10,2,7,0,3,0,1
3994,0,0,True,10,2,1,0,3,0,1
3995,0,0,True,10,1,1,0,1,0,1
3996,0,0,True,10,2,1,0,16,0,1
3997,0,0,True,10,2,1,0,2,0,1
3998,0,0,True,10,3,1,0,7,0,1
3999,0,0,True,10,5,1,0,7,0,1
4007,3000,2500,True,0,1,8,0,1,0,1
4008,800,2000,True,0,1,4,0,18,0,1
4009,1200,1000,True,0,5,4,0,12,0,1
4010,1200,700,True,0,6,3,0,1,0,1
4011,1000,500,True,0,2,3,0,3,0,1
4012,1300,1400,True,0,2,4,0,3,0,1
4013,1400,1200,True,0,6,4,0,1,0,1
4014,800,600,True,0,5,2,0,13,0,1
4015,500,200,True,0,2,1,0,2,0,1
4016,1500,800,True,0,2,4,0,1,0,1
4017,1750,2030,True,0,5,6,0,9,0,1
4018,1800,1500,True,1,5,5,0,15,0,1
4019,1200,1400,True,0,6,4,0,16,0,1
4020,1800,1300,True,0,5,5,0,12,0,1
4021,1800,1600,True,2,4,5,0,15,0,1
4022,500,400,True,1,1,2,0,18,0,1
4023,200,300,True,0,2,1,0,18,0,1
4024,200,300,True,0,2,1,0,18,0,1
4025,200,300,True,0,2,1,0,18,0,1
4026,200,300,True,0,2,1,0,18,0,1
4027,1000,1000,True,1,2,3,0,18,0,1
4028,2500,1200,True,0,2,6,0,3,0,1
4029,1400,700,True,1,5,3,0,11,0,1
4030,300,200,True,0,2,1,0,2,0,1
4031,1300,1000,True,0,2,4,0,3,0,1
4032,1700,1000,True,0,5,4,0,12,0,1
4033,1200,1500,True,0,5,4,0,12,0,1
4034,800,1200,True,0,5,3,0,6,0,1
4035,600,1000,True,0,5,3,0,12,0,1
4036,1200,900,True,2,2,3,0,2,0,1
4037,1500,1200,True,0,2,4,0,1,0,1
4038,1600,1200,True,0,5,4,0,9,0,1
4039,2200,1500,True,0,5,6,0,15,0,1
4040,600,1500,True,0,2,3,0,18,0,1
4041,2500,2100,True,0,2,7,0,18,0,1
4042,1500,1200,True,0,2,4,0,2,0,1
4043,2600,2100,True,2,6,7,0,1,0,1
4044,2300,2100,True,0,5,7,0,15,0,1
4045,2000,1500,True,0,2,5,0,1,0,1
4046,200,1800,True,24,4,3,0,4,0,1
4047,1400,1200,True,0,5,4,0,15,0,1
4048,1200,2200,True,0,2,5,0,18,0,1
4049,1500,1200,True,2,5,4,0,15,0,1
4050,1600,1000,True,0,1,4,0,18,0,1
4051,1000,500,True,0,1,3,0,19,0,1
4052,1200,1500,True,0,5,4,0,11,0,1
4053,1200,600,True,0,5,3,0,11,0,1
4054,1000,600,True,1,2,3,0,3,0,1
4055,1200,1500,True,0,5,4,0,10,0,1
4056,500,700,True,0,5,2,0,10,0,1
4057,1500,1200,True,0,5,4,0,20,0,1
4058,1500,2000,True,0,5,5,0,10,0,1
4059,1200,1000,True,0,6,4,0,10,0,1
4060,1200,1400,True,0,5,4,0,10,0,1
4061,1500,1200,True,0,5,4,0,10,0,1
4062,500,400,True,27,5,2,0,10,0,1
4063,2600,2500,True,27,5,8,0,10,0,1
4064,300,200,True,1,2,1,0,3,0,1
4065,1200,800,True,0,5,3,0,9,0,1
4066,1600,800,True,0,3,4,0,8,0,1
4067,1200,800,True,0,5,3,0,11,0,1
4068,1300,1400,True,0,6,4,0,16,0,1
4069,1950,2100,True,27,6,6,0,16,0,1
4070,1300,1100,True,0,5,4,0,12,0,1
4071,1200,800,True,0,5,3,0,11,0,1
4072,1500,1200,True,0,5,4,0,15,0,1
4073,3500,3000,True,27,5,8,0,10,0,1
4074,1800,1500,True,0,4,5,0,12,0,1
4075,2400,2000,True,2,6,7,0,1,0,1
4076,1200,1400,True,0,3,4,0,14,0,1
4077,1200,1500,True,0,3,4,0,14,0,1
4078,0,2000,True,1,5,3,0,10,0,1
4079,1800,1500,True,0,3,5,0,5,0,1
4080,1300,2000,True,0,5,3,0,6,0,1
4081,800,600,True,0,5,2,0,13,0,1
4082,1100,1200,True,0,3,4,0,20,0,1
4083,1300,1200,True,0,3,4,0,20,0,1
4084,1700,1150,True,0,5,4,0,15,0,1
4085,1800,2000,True,0,5,6,0,9,0,1
4086,1500,800,True,0,5,4,0,9,0,1
4087,1600,1200,True,0,5,4,0,9,0,1
4088,2400,2000,True,0,2,7,0,1,0,1
4089,920,1930,True,24,2,4,0,3,0,1
4090,1380,1930,True,24,2,5,0,3,0,1
4091,2000,1530,True,0,2,5,0,3,0,1
4092,1380,1530,True,2,2,5,0,3,0,1
4093,1610,1460,True,0,2,5,0,3,0,1
4094,1150,2150,True,0,2,5,0,3,0,1
4095,1000,2000,True,1,3,5,0,14,0,1
4096,1800,2000,True,0,1,6,0,17,0,1
4097,1300,1550,True,0,5,4,0,11,0,1
4098,2000,1700,True,2,5,6,0,12,0,1
4099,1500,1700,True,0,5,5,0,15,0,1
4100,1600,1400,True,0,5,5,0,1,0,1
4101,1350,1400,True,1,2,4,0,3,0,1
4102,1500,0,True,0,2,3,0,2,0,1
4103,1600,0,True,0,2,3,0,2,0,1
4104,1350,0,True,0,2,2,0,2,0,1
4105,1800,2000,True,1,2,6,0,2,0,1
4106,700,1000,True,0,5,3,0,15,0,1
4107,700,600,True,0,4,2,0,4,0,1
4108,900,400,True,24,2,2,0,3,0,1
4109,800,1300,True,0,2,3,0,3,0,1
4110,600,500,True,0,2,2,0,18,0,1
4111,500,400,True,0,5,2,0,9,0,1
4112,1700,1400,True,0,6,5,0,18,0,1
4113,800,600,True,0,2,2,0,15,0,1
4114,700,900,True,0,2,3,0,2,0,1
4115,1200,1000,True,1,1,4,0,17,0,1
4116,1100,1000,True,0,5,3,0,15,0,1
4117,1600,1400,True,0,2,5,0,17,0,1
4118,1200,1000,True,0,2,4,0,3,0,1
4119,800,900,True,0,5,3,0,11,0,1
4120,1000,700,True,1,1,3,0,18,0,1
4121,1300,1100,True,2,2,4,0,18,0,1
4122,900,800,True,0,5,3,0,10,0,1
4123,1400,1200,True,0,6,4,0,16,0,1
4124,1000,1000,True,0,5,3,0,15,0,1
4125,1300,900,True,0,2,4,0,3,0,1
4126,1200,900,True,1,5,3,0,15,0,1
4127,700,1700,True,0,5,4,0,11,0,1
4128,900,300,True,0,6,2,0,1,0,1
4129,300,400,True,0,2,1,0,13,0,1
4130,1700,1400,True,0,2,5,0,7,0,1
4131,1500,1100,True,0,6,4,0,16,0,1
4132,1800,1500,True,0,1,5,0,17,0,1
4133,1700,1200,True,0,5,5,0,15,0,1
4134,1200,1700,True,0,1,5,0,18,0,1
4135,800,700,True,0,2,3,0,18,0,1
4136,600,400,True,0,1,2,0,17,0,1
4137,1600,1400,True,0,3,5,0,14,0,1
4138,1200,900,True,0,2,3,0,2,0,1
4139,1100,800,True,2,4,3,0,4,0,1
4140,700,700,True,0,1,2,0,17,0,1
4141,600,600,True,0,2,2,0,2,0,1
4142,1400,1300,True,0,2,4,0,3,0,1
4143,500,500,True,0,2,2,0,3,0,1
4144,1100,900,True,0,5,3,0,15,0,1
4145,900,700,True,0,2,3,0,2,0,1
4146,1000,1000,True,0,3,3,0,14,0,1
4147,700,1300,True,0,2,3,0,10,0,1
4148,900,1000,True,0,4,3,0,18,0,1
4149,800,900,True,0,2,3,0,18,0,1
4150,700,900,True,0,6,3,0,18,0,1
4151,700,700,True,0,2,2,0,18,0,1
4152,900,1300,True,0,2,4,0,2,0,1
4153,600,900,True,0,5,3,0,15,0,1
4154,800,700,True,0,2,3,0,3,0,1
4155,1400,1200,True,0,2,4,0,3,0,1
4156,1700,1400,True,0,3,5,0,14,0,1
4157,1200,1300,True,0,5,4,0,15,0,1
4158,500,700,True,0,3,2,0,14,0,1
4159,900,1200,True,0,2,3,0,2,0,1
4160,700,500,True,0,2,2,0,2,0,1
4161,800,1000,True,0,5,3,0,11,0,1
4162,300,1200,True,0,5,3,0,15,0,1
4163,700,600,True,0,5,2,0,13,0,1
4164,800,600,True,0,5,2,0,13,0,1
4165,500,800,True,0,5,2,0,11,0,1
4166,1000,500,True,0,5,3,0,15,0,1
4167,500,1000,True,0,5,3,0,15,0,1
4168,1250,800,True,1,2,3,0,3,0,1
4169,1300,1300,True,0,5,4,0,11,0,1
4170,1300,1000,True,0,2,4,0,3,0,1
4171,1400,700,True,0,5,3,0,15,0,1
4172,1000,1500,True,1,5,4,0,15,0,1
4173,400,200,True,0,5,1,0,6,0,1
4174,1500,1250,True,2,2,4,0,1,0,1
4175,1200,800,True,0,2,3,0,3,0,1
4176,800,2000,True,0,1,4,0,17,0,1
4177,1200,1000,True,24,2,4,0,3,0,1
4178,700,1300,True,0,5,3,0,15,0,1
4179,600,1000,True,0,2,3,0,3,0,1
4180,900,200,True,0,6,2,0,18,0,1
4181,1000,700,True,0,2,3,0,3,0,1
4182,800,600,True,0,4,2,0,4,0,1
4183,800,1000,True,0,3,3,0,14,0,1
4184,1000,800,True,0,2,3,0,3,0,1
4185,700,600,True,0,2,2,0,18,0,1
4186,800,1000,True,0,5,3,0,13,0,1
4187,1000,1000,True,0,6,3,0,3,0,1
4188,500,700,True,0,2,2,0,15,0,1
4189,600,800,True,0,1,2,0,18,0,1
4190,600,900,True,0,1,3,0,18,0,1
4191,600,500,True,0,5,2,0,15,0,1
4192,1100,1400,True,0,1,4,0,16,0,1
4193,700,800,True,0,2,3,0,11,0,1
4194,800,900,True,0,5,3,0,11,0,1
4195,900,700,True,2,5,3,0,11,0,1
4196,1000,800,True,0,2,3,0,18,0,1
4197,600,600,True,0,6,2,0,19,0,1
4198,400,300,True,0,1,1,0,17,0,1
4199,1000,1500,True,0,3,4,0,14,0,1
4200,1200,1300,True,0,2,4,0,3,0,1
4201,900,500,True,0,5,2,0,15,0,1
4202,1000,1200,True,0,3,4,0,14,0,1
4203,500,400,True,0,2,2,0,2,0,1
4204,800,500,True,0,1,2,0,17,0,1
4205,900,800,True,1,3,3,0,14,0,1
4206,600,700,True,0,6,2,0,1,0,1
4207,1200,1000,True,0,5,4,0,11,0,1
4208,400,600,True,0,5,2,0,11,0,1
4209,600,800,True,0,2,2,0,2,0,1
4210,1700,1400,True,0,2,5,0,3,0,1
4211,900,800,True,0,3,3,0,14,0,1
4212,900,700,True,0,3,3,0,14,0,1
4213,600,500,True,0,6,2,0,16,0,1
4214,600,900,True,0,1,3,0,17,0,1
4215,700,700,True,0,5,2,0,10,0,1
4216,600,500,True,0,4,2,0,4,0,1
4217,700,600,True,0,6,2,0,19,0,1
4218,700,600,True,0,5,2,0,11,0,1
4219,1200,2000,True,0,3,4,0,18,0,1
4220,800,400,True,0,5,2,0,15,0,1
4221,1000,800,True,2,2,3,0,2,0,1
4222,1200,1400,True,0,5,4,0,18,0,1
4223,3200,2500,True,2,2,9,0,1,0,1
4224,900,700,True,0,5,3,0,9,0,1
4225,1050,1000,True,0,5,3,0,12,0,1
4226,900,1400,True,1,2,4,0,18,0,1
4227,700,1400,True,0,5,3,0,10,0,1
4228,800,600,True,0,2,2,0,3,0,1
4229,2100,1800,True,2,3,6,0,14,0,1
4230,500,1100,True,24,5,3,0,15,0,1
4231,1400,800,True,0,2,4,0,15,0,1
4232,900,800,True,0,2,3,0,15,0,1
4233,600,700,True,0,3,2,0,14,0,1
4234,1000,900,True,0,2,3,0,2,0,1
4235,700,600,True,0,1,2,0,17,0,1
4236,1500,1200,True,2,3,4,0,8,0,1
4237,800,1200,True,0,5,3,0,15,0,1
4238,600,800,True,0,2,2,0,3,0,1
4239,1300,1100,True,0,2,4,0,3,0,1
4240,1600,800,True,0,5,4,0,15,0,1
4241,900,1200,True,1,5,3,0,15,0,1
4242,1000,1200,True,0,5,4,0,15,0,1
4243,500,500,True,0,5,2,0,6,0,1
4244,800,600,True,0,5,2,0,13,0,1
4245,900,700,True,0,2,3,0,15,0,1
4246,700,800,True,0,2,3,0,3,0,1
4247,1200,1200,True,0,2,4,0,2,0,1
4248,600,600,True,0,2,2,0,3,0,1
4249,900,700,True,0,3,3,0,14,0,1
4250,900,1000,True,0,5,3,0,6,0,1
4251,800,400,True,0,2,2,0,3,0,1
4252,1100,1000,True,0,5,4,0,12,0,1
4253,900,800,True,0,3,3,0,8,0,1
4254,1200,1000,True,0,5,4,0,11,0,1
4255,1400,1200,True,0,3,4,0,14,0,1
4256,800,1200,True,0,3,3,0,15,0,1
4257,1200,900,True,0,3,3,0,8,0,1
4258,1100,900,True,0,5,3,0,11,0,1
4259,800,1000,True,0,2,3,0,18,0,1
4260,500,750,True,0,2,2,0,3,0,1
4261,500,2000,True,0,5,4,0,11,0,1
4262,1200,1000,True,1,5,4,0,15,0,1
4263,800,1200,True,0,5,3,0,6,0,1
4264,1000,1100,True,1,3,4,0,14,0,1
4265,1000,1300,True,0,2,4,0,18,0,1
4266,750,1100,True,0,1,3,0,17,0,1
4267,700,600,True,0,2,2,0,3,0,1
4268,800,1300,True,1,3,3,0,15,0,1
4269,700,1400,True,0,5,3,0,6,0,1
4270,500,1300,True,0,1,3,0,17,0,1
4271,800,700,True,0,3,3,0,14,0,1
4272,900,700,True,24,6,3,0,15,0,1
4273,1000,500,True,0,2,3,0,15,0,1
4274,700,500,True,0,2,2,0,18,0,1
4275,1100,900,True,1,2,3,0,3,0,1
4276,1000,900,True,0,3,3,0,14,0,1
4277,900,600,True,0,2,3,0,3,0,1
4278,1300,900,True,2,6,4,0,16,0,1
4279,600,1500,True,0,5,3,0,13,0,1
4280,500,1600,True,0,5,3,0,13,0,1
4281,1500,1000,True,0,5,4,0,7,0,1
4282,1000,1000,True,0,1,3,0,17,0,1
4283,300,1300,True,0,2,3,0,3,0,1
4284,300,200,True,0,5,1,0,10,0,1
4285,1000,900,True,0,2,3,0,3,0,1
4286,800,1500,True,0,5,4,0,15,0,1
4287,1500,1000,True,0,2,4,0,3,0,1
4288,800,1000,True,0,5,3,0,11,0,1
4289,1100,700,True,0,5,3,0,7,0,1
4290,1200,900,True,0,5,3,0,18,0,1
4291,700,600,True,0,5,2,0,20,0,1
4292,1500,1800,True,0,2,5,0,7,0,1
4293,1200,1400,True,0,5,4,0,12,0,1
4294,600,1400,True,1,2,3,0,3,0,1
4295,400,300,True,0,3,1,0,14,0,1
4296,1100,1000,True,0,1,4,0,15,0,1
4297,1300,1000,True,0,4,4,0,4,0,1
4298,400,1000,True,0,3,2,0,14,0,1
4299,1100,1100,True,0,5,4,0,15,0,1
4300,1200,900,True,2,6,3,0,15,0,1
4301,600,1300,True,0,2,3,0,3,0,1
4302,700,1300,True,0,6,3,0,1,0,1
4303,1400,1200,True,0,2,4,0,7,0,1
4304,900,900,True,0,6,3,0,1,0,1
4305,1200,900,True,0,5,3,0,15,0,1
4306,800,800,True,0,6,3,0,16,0,1
4307,0,0,True,13,8,0,3,30,0,0
4308,0,0,True,13,8,0,3,30,0,0
4309,0,0,True,13,8,0,3,30,0,0
4310,0,0,True,13,8,0,3,30,0,0
4311,0,0,True,13,8,0,3,30,0,0
4312,0,0,True,13,8,0,3,30,0,0
4313,0,0,True,13,8,0,3,30,0,0
4314,0,0,True,13,8,0,3,30,0,0
4315,0,0,True,13,8,0,3,30,0,0
4316,0,0,True,13,8,0,3,30,0,0
4317,0,0,True,13,8,0,3,30,0,0
4318,0,0,True,13,8,0,3,30,0,0
4319,0,0,True,13,8,0,3,30,0,0
4320,0,0,True,13,8,0,3,30,0,0
4321,0,0,True,13,8,0,3,30,0,0
4322,0,0,True,13,8,0,3,30,0,0
4323,0,0,True,13,8,0,3,30,0,0
4324,0,0,True,13,8,0,0,30,0,0
4325,0,0,True,13,8,0,3,30,0,0
4326,0,0,True,13,8,0,0,30,0,0
4327,0,0,True,13,8,0,3,30,0,0
4328,0,0,True,13,8,0,3,30,0,0
4329,0,0,True,13,8,0,3,30,0,0
4330,0,0,True,13,8,0,3,30,0,0
4331,0,0,True,13,8,0,3,30,0,0
4332,0,0,True,13,8,0,3,30,0,0
4333,0,0,True,13,8,0,3,30,0,0
4334,0,0,True,13,8,0,3,30,0,0
4335,0,0,True,14,9,0,4,31,0,0
4336,0,0,True,13,8,0,2,30,0,0
4337,0,0,True,13,8,0,2,30,0,0
4338,0,0,True,13,8,0,2,30,0,0
4339,0,0,True,13,8,0,2,30,0,0
4340,0,0,True,13,8,0,2,30,0,0
4341,0,0,True,13,8,0,2,30,0,0
4342,0,0,True,13,8,0,0,30,0,0
4343,0,0,True,13,8,0,0,30,0,0
4344,0,0,True,13,8,0,0,30,0,0
4345,0,0,True,13,8,0,0,30,0,0
4346,0,0,True,13,8,0,0,30,0,0
4347,0,0,True,13,8,0,0,30,0,0
4348,0,0,True,13,8,0,0,30,0,0
4349,0,0,True,13,8,0,0,30,0,0
4350,0,0,True,13,8,0,0,30,0,0
4351,0,0,True,13,8,0,0,30,0,0
4352,0,0,True,13,8,0,0,30,0,0
4353,0,0,True,13,8,0,0,30,0,0
4354,0,0,True,13,8,0,0,30,0,0
4355,0,0,True,14,9,0,4,31,0,0
4356,0,0,True,13,8,0,0,30,0,0
4357,1300,1500,True,0,2,4,0,2,0,1
4358,1400,1400,True,0,5,4,0,15,0,1
4359,1500,1200,True,0,3,4,0,5,0,1
4360,1200,900,True,0,5,3,0,15,0,1
4361,1500,1800,True,0,2,5,0,7,0,1
4362,2300,2100,True,4,5,7,0,11,0,1
4363,1600,1800,True,0,4,5,0,1,0,1
4364,2500,2300,True,0,1,7,0,1,0,1
4365,1100,800,True,0,2,3,0,2,0,1
4366,2800,2300,True,4,2,8,0,3,0,1
4367,1200,1000,True,0,3,4,0,14,0,1
4368,0,3000,True,0,5,5,0,15,0,1
4369,1400,1000,True,0,1,4,0,18,0,1
4370,3000,2500,True,4,5,8,0,15,0,1
4371,2100,1800,True,4,2,6,0,3,0,1
4372,0,3000,True,0,5,5,0,6,0,1
4373,2200,100,True,1,5,4,0,10,0,1
4374,1600,1300,True,1,2,5,0,2,0,1
4375,1600,3000,True,27,2,7,0,15,0,1
4376,2400,2400,True,2,2,7,0,7,0,1
4377,2600,2200,True,1,1,7,0,19,0,1
4378,2400,2200,True,1,6,7,0,18,0,1
4379,2500,2400,True,1,3,7,0,14,0,1
4380,3750,3400,True,27,2,11,0,15,0,1
4381,1800,1500,True,0,5,5,0,10,0,1
4382,1800,1600,True,0,5,5,0,15,0,1
4383,1600,1200,True,0,2,4,0,3,0,1
4384,2000,1600,True,0,2,6,0,15,0,1
4385,1800,1000,True,0,2,4,0,3,0,1
4386,4500,3800,True,2,1,12,0,1,0,1
4387,800,1600,True,0,3,4,0,20,0,1
4388,1800,1600,True,0,5,5,0,12,0,1
4389,2000,1300,True,0,6,5,0,1,0,1
4390,1100,1500,True,0,2,4,0,11,0,1
4391,2300,2000,True,2,2,7,0,3,0,1
4392,2000,2500,True,1,6,7,0,1,0,1
4393,400,300,True,1,2,1,0,18,0,1
4394,1750,2000,True,0,2,6,0,7,0,1
4395,1850,1500,True,2,1,5,0,15,0,1
4396,2200,2500,True,0,4,7,0,7,0,1
4397,2600,1900,True,0,2,7,0,3,0,1
4398,3000,2300,True,27,2,8,0,7,0,1
4401,300,200,True,0,6,1,0,17,0,1
4402,1550,1650,True,0,1,5,0,17,0,1
4403,300,350,True,1,5,1,0,10,0,1
4404,300,250,True,1,3,1,0,14,0,1
4406,1800,1500,True,0,3,5,0,20,0,1
4407,2150,1950,True,0,2,6,0,3,0,1
4408,250,350,True,1,2,1,0,3,0,1
4409,1750,1550,True,0,5,5,0,11,0,1
4410,1350,1600,True,0,5,5,0,11,0,1
4411,1450,1500,True,0,2,5,0,7,0,1
4412,1000,1300,True,0,2,4,0,7,0,1
4413,2200,2000,True,1,5,6,0,7,0,1
4414,1750,1900,True,0,5,6,0,7,0,1
4415,1850,1700,True,2,6,6,0,7,0,1
4416,400,500,True,1,5,2,0,7,0,1
4417,300,350,True,0,6,1,0,7,0,1
4418,1200,1400,True,0,4,4,0,7,0,1
4419,1500,1700,True,0,2,5,0,7,0,1
4420,900,1200,True,0,5,3,0,7,0,1
4421,1850,800,True,0,2,4,0,7,0,1
4422,850,1800,True,0,2,4,0,7,0,1
4423,800,900,True,1,4,3,0,7,0,1
4424,900,1600,True,0,5,4,0,7,0,1
4425,1700,1800,True,0,2,5,0,7,0,1
4426,700,500,True,1,2,2,0,7,0,1
4427,750,700,True,0,2,2,0,7,0,1
4428,500,400,True,1,2,2,0,7,0,1
4429,1650,1800,True,0,5,5,0,7,0,1
4430,1900,1800,True,0,6,6,0,1,0,1
4431,1600,1500,True,1,1,5,0,19,0,1
4432,2000,2300,True,0,5,7,0,6,0,1
4433,2300,2000,True,2,1,7,0,1,0,1
4434,300,400,True,24,1,1,0,18,0,1
4435,950,700,True,1,1,3,0,17,0,1
4436,1400,1000,True,0,3,4,0,14,0,1
4437,1150,900,True,0,3,3,0,14,0,1
4438,1100,700,True,0,3,3,0,14,0,1
4439,1450,1200,True,0,1,4,0,18,0,1
4440,1750,1500,True,0,5,5,0,15,0,1
4441,1250,1000,True,0,3,4,0,14,0,1
4442,500,400,True,0,3,2,0,8,0,1
4443,1900,1600,True,2,3,5,0,8,0,1
4444,1600,1900,True,0,3,5,0,7,0,1
4445,1650,1700,True,0,3,5,0,8,0,1
4446,1800,800,True,0,3,4,0,8,0,1
4447,1800,1500,True,0,3,5,0,7,0,1
4448,2250,1900,True,2,3,6,0,5,0,1
4449,2000,1700,True,0,3,6,0,5,0,1
4450,450,500,True,0,3,2,0,14,0,1
4451,1300,1000,True,0,3,4,0,14,0,1
4452,1050,900,True,0,3,3,0,14,0,1
4453,1800,800,True,0,3,4,0,14,0,1
4454,1600,1300,True,0,3,5,0,5,0,1
4455,1250,2100,True,0,3,5,0,14,0,1
4456,1200,900,True,0,3,3,0,14,0,1
4457,650,900,True,0,3,3,0,14,0,1
4458,600,700,True,0,3,2,0,14,0,1
4459,2000,2200,True,0,5,6,0,6,0,1
4460,1500,1000,True,0,5,4,0,6,0,1
4461,1000,1300,True,0,5,4,0,6,0,1
4462,1300,1200,True,0,5,4,0,6,0,1
4463,1200,1000,True,0,5,4,0,6,0,1
4464,1900,1400,True,2,6,5,0,19,0,1
4465,1200,1300,True,0,5,4,0,19,0,1
4466,1400,1500,True,0,3,5,0,19,0,1
4467,1100,800,True,0,3,3,0,19,0,1
4468,1500,1300,True,24,1,4,0,19,0,1
4469,800,900,True,1,1,3,0,19,0,1
4470,1800,1500,True,0,6,5,0,16,0,1
4471,2100,1800,True,2,6,6,0,16,0,1
4472,1550,1200,True,0,6,4,0,16,0,1
4473,2300,1800,True,2,4,6,0,16,0,1
4474,1200,2000,True,0,6,5,0,16,0,1
4475,300,300,True,24,5,1,0,15,0,1
4476,1300,1400,True,0,2,4,0,2,0,1
4477,2200,1800,True,2,2,6,0,3,0,1
4478,2100,1600,True,0,6,6,0,3,0,1
4479,1900,1500,True,2,4,5,0,4,0,1
4480,1100,1300,True,0,3,4,0,14,0,1
4481,300,250,True,1,3,1,0,20,0,1
4482,600,800,True,0,5,2,0,10,0,1
4483,950,700,True,0,5,3,0,10,0,1
4484,1000,800,True,1,6,3,0,10,0,1
4485,800,900,True,1,5,3,0,10,0,1
4486,1250,1000,True,0,5,4,0,10,0,1
4487,850,800,True,0,5,3,0,11,0,1
4488,1900,1500,True,2,5,5,0,9,0,1
4489,2000,1700,True,0,5,6,0,11,0,1
